question,retrieved_ids
What were the total operating lease payments for ExxonMobil in 2022?,"['9fce871ea2a236a279b4822414e302f0', 'b859dafab5f93803cc00547adb924202', 'd502ce1ac70ea581601d2ee4a0983a08', 'ab378da07a19a9f4d8611de63ad29343', '6852b4b92ba3c61031a8eaa5f9c10e63', '47a6cd0e6f2f36e13190ded8eb35db2e', 'b1839645fe853f78592ae9c734a47d8f', 'c1ef046ddc342fa7b8b455a076edee2f', '87b7499bb136141db53c3d87a43d8809', 'ba8ba260ea100ba9aa353edafa509bc2']"
What was the weighted-average number of common shares outstanding for ExxonMobil in 2023?,"['6fc13d7013e58cdbd2be169fadf54ef3', 'f964093e1725783471849a32aae41a43', 'b859dafab5f93803cc00547adb924202', '6852b4b92ba3c61031a8eaa5f9c10e63', 'c8fedaa94a66799b0efcfccf73213c8f', '71e824b92f95b4c82439029c94261611', 'b1839645fe853f78592ae9c734a47d8f', '407e74fd4691b61788dd25273c967212', '86788a38290cb9d7fcca401e7caa3af0', '10982f6a0008dfa086cd91f90df940e7']"
What are the total gross assets and liabilities in the fair value section?,"['05a2cc356800ca5d1bb164c9b91788a5', '9a4575a8b394150b9376be31bc311ecd', '9a7752ec457b9efc496db1e3ede9c4e1', '392f9f168b39368bc7b00d109ae40f59', 'dd94f08528a0bae67e0d59996779c5d4', '370812207103d6b597dc13d45eb0fe6d', '4974d63e602234768a0b71ed363c07e2', '1a714f6134be4dc4f4d1e1edcfff58cd', 'b65ce4eb6bcf3fb99a8b755355a91dea', 'c61e7ef77ec6a25d9bb9978e959dafe2']"
How much is the difference between the carrying value and fair value of derivative assets?,"['1a714f6134be4dc4f4d1e1edcfff58cd', '1edfbf3e848677ebb0dd31fcd3bf5a94', '268c458054fbc93391fbc0bbd6485038', '38cd38785f9109162b9b628e69172d80', '64397d2c95c3169ca3974dcd6972ee0b', 'd53998100cadf5dbfe75b83f337fa561', '05a2cc356800ca5d1bb164c9b91788a5', '9a4575a8b394150b9376be31bc311ecd', '4974d63e602234768a0b71ed363c07e2', '56826d1836ed0490ba10d28e1854fa30']"
What types of financial assets are included under 'Other long-term financial assets'?,"['b65ce4eb6bcf3fb99a8b755355a91dea', 'c482dc335b59bbbb8af60da017a1d48a', 'ba23d1f8615a0b4073ca473b2b2fe0b5', '4f1585463fddd8101d03cf2bba11d299', 'ffe834c86c977a108cfdb3d48172dd6e', 'eb85c97947679561d044fb10a60460c4', '1a714f6134be4dc4f4d1e1edcfff58cd', '6852b4b92ba3c61031a8eaa5f9c10e63', 'd10c18a161bf58a19fdc9987ab95a4ef', 'c96a9122cf7337616d168c82e2dee8e3']"
Are there any contingent considerations related to a prior year acquisition that affect the value of Other long-term obligations?,"['b65ce4eb6bcf3fb99a8b755355a91dea', '34e9db893a954c34a2d2ff621a6fd39a', 'b9e03f9d0f0e8ce7d1482a19217f96cd', '7944b42384971e2abc28df6b969ff9b9', 'e28d8397b6d7e2b85593b3317c4a74a1', 'ba23d1f8615a0b4073ca473b2b2fe0b5', 'c65a31a6e0831d2105ae0c295e871e8d', '172731dacb49b9010531731b4653ccb7', '26d81f4af0204ad7a48e603d6327a6f7', '5fbb63edb40c99eb42dca2c65e31bc05']"
"What is the total amount of collateral held by the Corporation under master netting arrangements at December 31, 2023?","['9cd5b8938adae2e73fee347c7e035340', 'daebeeb3560c3c3fe1b6e2c5cd694d95', '7d1fe99755dd0254e430ab7a8a2e2965', '6852b4b92ba3c61031a8eaa5f9c10e63', 'c5e279b8e2a4c90dcc396ae8890fe93b', 'b8d2b99d5975591821559dd8473fc480', 'dbf6a6ea11d277b0ec2475659554bd5e', '9fce871ea2a236a279b4822414e302f0', '1930df6120e8deb01540e4df6c4f3236', 'd280ed3f9e6a246f36de1344d2fb07a5']"
"What was the primary reason for the Corporation's initial margin requirements at December 31, 2022?","['9cd5b8938adae2e73fee347c7e035340', 'c084807cc8a28569234c3bb6ecb2a5de', 'daebeeb3560c3c3fe1b6e2c5cd694d95', '7bf351c8c036dc0e5f3f7f6fbe52f61b', '76cba39d54632ef38bbbe8a2c0ebd73e', 'dbf6a6ea11d277b0ec2475659554bd5e', '0e9be13728d28edf3b893cfad2f25ae0', '7d1fe99755dd0254e430ab7a8a2e2965', 'c5e279b8e2a4c90dcc396ae8890fe93b', '3fe24642c92dfe373a5e839397f5923f']"
What factors mitigate credit risk associated with the Corporation's derivative position?,"['147cd31934123049683a7de95648aa1b', '49c5a3df2e667cd667acd5173c1e655a', '9cd5b8938adae2e73fee347c7e035340', 'dbf6a6ea11d277b0ec2475659554bd5e', '82a2103ad5a65eb2510cfa0607faa12e', '38cd38785f9109162b9b628e69172d80', '7bf351c8c036dc0e5f3f7f6fbe52f61b', 'ac0c005576f6cee5b7c5e8813f200cf6', 'b9e03f9d0f0e8ce7d1482a19217f96cd', '15540f96a759777c07546afa135589f9']"
What is included in realized and unrealized gains/losses on derivative instruments recognized in the Consolidated Statement of Income?,"['abf5b14a175665dcfde2d811d042d25d', '38cd38785f9109162b9b628e69172d80', 'c3c830518179f5218998f6af8c8f3a0e', 'dbf6a6ea11d277b0ec2475659554bd5e', '12f462eff47232827ba4bf51da32c32f', 'e2c2c7c2fd110195efb762296f0a516c', '9cd5b8938adae2e73fee347c7e035340', '7f0b4b3c641efc8de93c201b77d9d41b', 'b8930e02b31a0ed9ae3686d1c93fcc11', '46d5d3c94925576dd77c5b5bc6c11264']"
"What is the total amount of long-term debt at December 31, 2023?","['daebeeb3560c3c3fe1b6e2c5cd694d95', '5a13345b2a2e7084818f298fd6dd46e0', 'ce909e56b1fa3be74583134be473ced6', '5920b85e0f138c290660a079d3207340', '6852b4b92ba3c61031a8eaa5f9c10e63', 'b8d2b99d5975591821559dd8473fc480', '7d1fe99755dd0254e430ab7a8a2e2965', '9fce871ea2a236a279b4822414e302f0', '4b18b33c8ce1ab6b6edaf729a183075d', 'd53998100cadf5dbfe75b83f337fa561']"
"What was the total amount of long-term debt extinguished on December 22, 2022?","['daebeeb3560c3c3fe1b6e2c5cd694d95', 'b8d2b99d5975591821559dd8473fc480', '5a13345b2a2e7084818f298fd6dd46e0', 'ce909e56b1fa3be74583134be473ced6', '2a555d07e9c96753bc990cb22a833ae3', '6852b4b92ba3c61031a8eaa5f9c10e63', 'a39b84c76f0bf9e9cbec040ffaa1fc5e', '7d1fe99755dd0254e430ab7a8a2e2965', '5920b85e0f138c290660a079d3207340', '9fce871ea2a236a279b4822414e302f0']"
What types of financial instruments does the Corporation use to hedge its investments?,"['d10c18a161bf58a19fdc9987ab95a4ef', '147cd31934123049683a7de95648aa1b', '38cd38785f9109162b9b628e69172d80', '9cd5b8938adae2e73fee347c7e035340', '49c5a3df2e667cd667acd5173c1e655a', 'abf5b14a175665dcfde2d811d042d25d', '46d5d3c94925576dd77c5b5bc6c11264', 'dbf6a6ea11d277b0ec2475659554bd5e', 'b9e03f9d0f0e8ce7d1482a19217f96cd', '7bf351c8c036dc0e5f3f7f6fbe52f61b']"
"As of December 31, 2023, how much Euro-denominated debt has the Corporation designated as a net investment hedge?","['d10c18a161bf58a19fdc9987ab95a4ef', 'daebeeb3560c3c3fe1b6e2c5cd694d95', '46d5d3c94925576dd77c5b5bc6c11264', '9cd5b8938adae2e73fee347c7e035340', 'c084807cc8a28569234c3bb6ecb2a5de', 'dbf6a6ea11d277b0ec2475659554bd5e', '7bfc360aa8998b40f0f1ecba18fd871f', '5920b85e0f138c290660a079d3207340', '5a13345b2a2e7084818f298fd6dd46e0', '3a61b133542a1344685896fcccbb8bb7']"
What is included in the total long-term debt?,"['ce909e56b1fa3be74583134be473ced6', '5a13345b2a2e7084818f298fd6dd46e0', 'daebeeb3560c3c3fe1b6e2c5cd694d95', 'b65ce4eb6bcf3fb99a8b755355a91dea', '6852b4b92ba3c61031a8eaa5f9c10e63', 'd53998100cadf5dbfe75b83f337fa561', '5920b85e0f138c290660a079d3207340', 'b8d2b99d5975591821559dd8473fc480', 'a9f9aad221db9d35331df23470592c89', '5fbf1799a7346159200528d888177bfb']"
"What are some examples of premiums that were paid in relation to the average effective or imputed interest rates at December 31, 2023?","['ce909e56b1fa3be74583134be473ced6', 'b8d2b99d5975591821559dd8473fc480', 'f853dfeaad1c2a72df2a540072b44d23', '3f1644540cdc7146a9a1f196cb600e01', '5920b85e0f138c290660a079d3207340', 'daebeeb3560c3c3fe1b6e2c5cd694d95', 'c482dc335b59bbbb8af60da017a1d48a', 'b71da6abe11ec2baf3f79850de1dd962', '5a13345b2a2e7084818f298fd6dd46e0', '7d1fe99755dd0254e430ab7a8a2e2965']"
What is the total number of stock options and SARs granted to employees under the 2003 Incentive Program?,"['5a0076ec93695ddd4a884e4fa774148f', '17f1cf5ddb75800bc1fa8bf467dc66d7', '7d81562598ea33822b344b7d805c51ac', 'f7ae7192a8243c8849bb7eaa65003cf9', '3cf107411d9748f29484a22a13d9449f', '0acae1d2ce7707166db11b532337584c', 'e714cb3d1c1de6debe087b56af621766', '945641626bf13f23dd1d97a20be3fe5a', '260553fac5b72e7699875102a2e90f5a', 'cba8e0f2567a57c0ad2ac597acbc36ed']"
How many shares of stock are available for award under the 2003 Incentive Program at the end of 2023?,"['5a0076ec93695ddd4a884e4fa774148f', '17f1cf5ddb75800bc1fa8bf467dc66d7', 'f4ff4c96ccef6494b67140c20ee40cb1', 'a3ed6011c85f1ef157fe1b796765032d', '7d81562598ea33822b344b7d805c51ac', '8843b1318ec0aa5728d210061ae3fc31', '074e7c3127e9a8e1921a8ae310c7919c', 'a42991bdded21b11e6260eab7fd52899', '654f2849e2964f6537c75738a1236e50', 'd6060de0b4c376fc8bc081221c158c45']"
What is the total number of restricted stock and units outstanding at December 31?,"['f5ad801872b201501e135b3cf04e0621', '8843b1318ec0aa5728d210061ae3fc31', '1930df6120e8deb01540e4df6c4f3236', '01857be064e5a18a45e38be6784d4089', '77238561492edb1dec46db0a9f76c0ec', '9eee1737562fe8bc88f26ac251ec0698', '68e47be8eb062ef448680b700249a3b6', '6852b4b92ba3c61031a8eaa5f9c10e63', '7d1fe99755dd0254e430ab7a8a2e2965', 'a3ed6011c85f1ef157fe1b796765032d']"
What was the fair value per share of weighted-average grant-date fair value for 2023?,"['f5ad801872b201501e135b3cf04e0621', '01857be064e5a18a45e38be6784d4089', '9eee1737562fe8bc88f26ac251ec0698', 'b859dafab5f93803cc00547adb924202', 'f4ff4c96ccef6494b67140c20ee40cb1', '1edfbf3e848677ebb0dd31fcd3bf5a94', '8843b1318ec0aa5728d210061ae3fc31', '7d1fe99755dd0254e430ab7a8a2e2965', 'cb16c317bca60dee08b5e7f5acb3cc72', '1d90b430b9f325327cac7c699a684f3a']"
What types of claims have been made against ExxonMobil?,"['f34a22efdb467b02c6c0036587547170', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', '223b018d4ceb94cfd3f0ec30affd85a5', '9cbcfe093fd201749490d377a15f45f4', 'd90dd128ed5437a1c05e13fa07ebc4f0', '2ad2524fa07325c05aac1c83f64d282d', '98081897b48e804bb2f4df7d294a7e26', '579fac7ece8dcf14d697b7bf3c403ef6', '0b22613b1119a4b626f64c411d591b57', '9f312a916062c064051234e75ce8a6f7']"
How does ExxonMobil assess and account for potential liabilities from lawsuits?,"['223b018d4ceb94cfd3f0ec30affd85a5', 'f34a22efdb467b02c6c0036587547170', '2ad2524fa07325c05aac1c83f64d282d', 'd90dd128ed5437a1c05e13fa07ebc4f0', '57cba08a13dbd6e4c8d190cb962c1697', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', '89a50c80ec0fb47c6e2e0214e511af61', 'bff547e49b901057869a3a31595bae67', '5c83911e165f66b2a447779e4f20954f', '9cbcfe093fd201749490d377a15f45f4']"
What countries have filed lawsuits against oil and gas companies?,"['dd502c75e9733b4485bdf55ee8153b7b', 'cb3b4157cce8b0d83f22a6d194c5ef62', '8765e9054c74f3423f4dca7b005832b1', '87b7499bb136141db53c3d87a43d8809', 'e2243a0cf301a9e6693ff23ca2363a5b', 'e46acbf62d63d8f86261aaeca1431f27', '606435089923a8df85c58feb63da6995', '7c47d82f9c350655141a51e1dcf689c2', '66a1173de41fd27c81fa280d1c2e4764', 'ba8ba260ea100ba9aa353edafa509bc2']"
Which oil and gas company is being sued by es and its territories?,"['d8e0f6c69fa43f51c08ae2c3ba3fa840', 'dd502c75e9733b4485bdf55ee8153b7b', 'b1fb34adf277fd6901e180e1825dde93', '9cbcfe093fd201749490d377a15f45f4', 'f34a22efdb467b02c6c0036587547170', 'ba8ba260ea100ba9aa353edafa509bc2', 'cb3b4157cce8b0d83f22a6d194c5ef62', '7c47d82f9c350655141a51e1dcf689c2', 'b54e93004b7d704d0768ed630fb97e5d', '223b018d4ceb94cfd3f0ec30affd85a5']"
What are the oil and gas companies that Louisiana's local governments have filed legal proceedings against?,"['f34a22efdb467b02c6c0036587547170', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', '9cbcfe093fd201749490d377a15f45f4', 'd8e7ba040692b335f9b3d857c456634b', '223b018d4ceb94cfd3f0ec30affd85a5', '19915e0c82e39b2332883d4956bcf3d9', 'a463e338b9bcbade57d6d4ed41a29b0d', 'cbff77c653b93446077ec9481246a2ad', '1fbf778d62019eadf36d0077b4c47a75', 'fd1fdb29826cfb0bf102f2ec80e0e9d7']"
What is the reason behind the local governments' lawsuits against ExxonMobil and other oil and gas companies?,"['d8e0f6c69fa43f51c08ae2c3ba3fa840', 'f34a22efdb467b02c6c0036587547170', '8765e9054c74f3423f4dca7b005832b1', '9cbcfe093fd201749490d377a15f45f4', 'bff547e49b901057869a3a31595bae67', '223b018d4ceb94cfd3f0ec30affd85a5', 'dd502c75e9733b4485bdf55ee8153b7b', 'dfb272d94ff1701eef4afb1118d57780', '1fbf778d62019eadf36d0077b4c47a75', '98081897b48e804bb2f4df7d294a7e26']"
What are the benefit payments for funded and unfunded plans in 2023?,"['f853dfeaad1c2a72df2a540072b44d23', 'dc95c7ce8d03be24f146627a29293a92', 'f0713f7f120f2e469b2527b2529776c2', '5b40514d7d7a9cfd574d077d5b969e03', 'b6980152927f161123b5acac9c8ceff4', 'cba8e0f2567a57c0ad2ac597acbc36ed', 'b705337c25af75326691d5976cf6b301', '65d223e12cca429389277a61cd6640b1', 'e2c2c7c2fd110195efb762296f0a516c', '625620ef5fbf44445c29bc2247dfbc97']"
How is the discount rate determined for U.S. plans?,"['f853dfeaad1c2a72df2a540072b44d23', 'dff10bd2664d072de864a67b2f947cb2', '99c4b2712b155a5279e99e8bbeb3c639', 'b71da6abe11ec2baf3f79850de1dd962', '7bfc360aa8998b40f0f1ecba18fd871f', 'adae604b4fd91ebc0f39064370765faf', '1802eca42770f511abe66119a7798f35', '8be2edd542e15c8e80dbf9102f0be5a6', 'be9492aa491be49f67121035c6bfd9f6', 'f6e80ce7c8191266b68e5d2494aca430']"
What are the benefits paid by the company?,"['9191e9d92ba4a4adbdd0f63d55336f5e', 'e714cb3d1c1de6debe087b56af621766', 'cba8e0f2567a57c0ad2ac597acbc36ed', '3cf107411d9748f29484a22a13d9449f', '65d223e12cca429389277a61cd6640b1', '0159cb0daa3f072597501fc5bede2485', 'f631e9f9ea1e42fed4fe52cfae17246c', 'b1a6fe865d37e7478d82871d5f6fac86', '39f772f1566753ca78f8e4928dcf1163', '5fbf1799a7346159200528d888177bfb']"
How much is the fair value of certain assets at December 31?,"['9a4575a8b394150b9376be31bc311ecd', '7d1fe99755dd0254e430ab7a8a2e2965', '1edfbf3e848677ebb0dd31fcd3bf5a94', '7bfc360aa8998b40f0f1ecba18fd871f', 'dd94f08528a0bae67e0d59996779c5d4', '34e9db893a954c34a2d2ff621a6fd39a', 'd53998100cadf5dbfe75b83f337fa561', '9a7752ec457b9efc496db1e3ede9c4e1', 'f5ad801872b201501e135b3cf04e0621', 'cb16c317bca60dee08b5e7f5acb3cc72']"
What are the total assets in excess of/(less than) benefit obligation for U.S. postretirement benefits?,"['c482dc335b59bbbb8af60da017a1d48a', '8be2edd542e15c8e80dbf9102f0be5a6', '66c4d8da2369a673781d2ab062d452c2', 'ba23d1f8615a0b4073ca473b2b2fe0b5', '370812207103d6b597dc13d45eb0fe6d', 'f853dfeaad1c2a72df2a540072b44d23', 'e5840b8897c8c5408f23efa1909da6bb', '238a3b4ea27f34eab44c3911c2a6f134', '1802eca42770f511abe66119a7798f35', '81477db44ad1322913356c039b2ab141']"
What is the fair value of assets less benefit obligation shown on the preceding page for 2023?,"['c482dc335b59bbbb8af60da017a1d48a', '370812207103d6b597dc13d45eb0fe6d', '9a4575a8b394150b9376be31bc311ecd', '7bfc360aa8998b40f0f1ecba18fd871f', 'd53998100cadf5dbfe75b83f337fa561', 'f853dfeaad1c2a72df2a540072b44d23', 'e5840b8897c8c5408f23efa1909da6bb', '1edfbf3e848677ebb0dd31fcd3bf5a94', 'c61e7ef77ec6a25d9bb9978e959dafe2', '9a7752ec457b9efc496db1e3ede9c4e1']"
What are the weighted-average assumptions used to determine net periodic benefit cost for years ended December 31?,"['1802eca42770f511abe66119a7798f35', '34e9db893a954c34a2d2ff621a6fd39a', 'f853dfeaad1c2a72df2a540072b44d23', 'f7b78cdbd1cd470e603fd2a912b2cdea', 'c482dc335b59bbbb8af60da017a1d48a', '38b59bb687519e82ad1c2ee60ec6a801', 'e5c4af55686c9eeb297db938965e8dfe', '5fbf1799a7346159200528d888177bfb', 'f0713f7f120f2e469b2527b2529776c2', '30289745a11fa12470eeea700d35cad6']"
"What components make up the net periodic benefit cost, and what are their corresponding values in millions of dollars?","['1802eca42770f511abe66119a7798f35', 'f853dfeaad1c2a72df2a540072b44d23', 'e664fac99e83e76175a3e63b4a12753f', '8be2edd542e15c8e80dbf9102f0be5a6', 'dff10bd2664d072de864a67b2f947cb2', '5fbf1799a7346159200528d888177bfb', '34e9db893a954c34a2d2ff621a6fd39a', 'c482dc335b59bbbb8af60da017a1d48a', 'd7d215ff056769ddbe6fd0ba2057c600', 'd53998100cadf5dbfe75b83f337fa561']"
What were the costs for defined contribution plans in 2023?,"['b71da6abe11ec2baf3f79850de1dd962', 'cac4382e0105767f11f83395a6d291a2', '0159cb0daa3f072597501fc5bede2485', '902aef4826ded666ccd99d7fdc5598aa', 'daebeeb3560c3c3fe1b6e2c5cd694d95', 'cdaa8cc20688c1e7636c881fcea48c5a', 'b705337c25af75326691d5976cf6b301', '5a13345b2a2e7084818f298fd6dd46e0', '78e780bb5b1eb000ea27d09580389d5d', 'a42991bdded21b11e6260eab7fd52899']"
What was the accumulated other comprehensive income for U.S. pension in a given year?,"['66c4d8da2369a673781d2ab062d452c2', 'b71da6abe11ec2baf3f79850de1dd962', 'c482dc335b59bbbb8af60da017a1d48a', 'b8930e02b31a0ed9ae3686d1c93fcc11', 'c3c830518179f5218998f6af8c8f3a0e', '1c1ec234dbf8478cbd0072cdb03db6f6', '1802eca42770f511abe66119a7798f35', '2a32a31be10f0973866fe930fc784be5', '7f0b4b3c641efc8de93c201b77d9d41b', '8380172710f7a332cd82c22b197940cd']"
What is the primary investment strategy employed by the Corporation for its benefit plan assets?,"['238a3b4ea27f34eab44c3911c2a6f134', '72d328db183bf5bf6a9cdc8d4787bcd1', '88ad5ce41e12b9f8858227e297b12313', '9191e9d92ba4a4adbdd0f63d55336f5e', '34e9db893a954c34a2d2ff621a6fd39a', '4357101277eb81afb27fa3644347a885', 'f9cc0821eb6911315c5abe14e35d04cb', 'b9e03f9d0f0e8ce7d1482a19217f96cd', '6c40b08a58a2df26a058204747019fa2', 'a7a44d5a43b0a9e0695f3faa416afc8e']"
How does the Corporation's investment strategy take into account the risks inherent in plan assets and liabilities?,"['b9e03f9d0f0e8ce7d1482a19217f96cd', '741f3ca6d6e8fafcd64d3e1aea094cd0', '147cd31934123049683a7de95648aa1b', '57cba08a13dbd6e4c8d190cb962c1697', 'a7a44d5a43b0a9e0695f3faa416afc8e', '6c40b08a58a2df26a058204747019fa2', '7bf351c8c036dc0e5f3f7f6fbe52f61b', '82a2103ad5a65eb2510cfa0607faa12e', '9e52477cf87c00bd79e49961443f6492', '9cd5b8938adae2e73fee347c7e035340']"
What are the accounting terms used to refer to different methods of valuing assets?,"['4974d63e602234768a0b71ed363c07e2', 'a228766e4c8a94d4c15740fede9eb1f5', 'c61e7ef77ec6a25d9bb9978e959dafe2', '0de757df0838c058058a528940a9a031', '3eac9b1e8d76325e31b5586340dee9bb', '05a2cc356800ca5d1bb164c9b91788a5', '46213266ec72aa3475064bdb5afc9e2b', '663ebd715f7e233ff53752f5818ab600', '4acf92d168f216d6944e269ca108a035', '3df0e57d27feee7666d2b15b44b83280']"
"How is the 2023 fair value of benefit plan assets, including its level within the fair value hierarchy, presented in the financial statements?","['c61e7ef77ec6a25d9bb9978e959dafe2', '9a4575a8b394150b9376be31bc311ecd', '370812207103d6b597dc13d45eb0fe6d', '9a7752ec457b9efc496db1e3ede9c4e1', '7bfc360aa8998b40f0f1ecba18fd871f', '4974d63e602234768a0b71ed363c07e2', 'd53998100cadf5dbfe75b83f337fa561', '1edfbf3e848677ebb0dd31fcd3bf5a94', 'c482dc335b59bbbb8af60da017a1d48a', 'f853dfeaad1c2a72df2a540072b44d23']"
What are the total plan assets?,"['238a3b4ea27f34eab44c3911c2a6f134', 'c482dc335b59bbbb8af60da017a1d48a', '370812207103d6b597dc13d45eb0fe6d', '7d1fe99755dd0254e430ab7a8a2e2965', '9a4575a8b394150b9376be31bc311ecd', '2a32a31be10f0973866fe930fc784be5', '025dbc4edc03e68e6116cee04a815cbe', 'd40461d661c3060e90f410cffdc22dfc', '5fbf1799a7346159200528d888177bfb', '69ffbdaa14c3e8d709844af31648f288']"
What are the breakdowns of the total plan assets by type?,"['c482dc335b59bbbb8af60da017a1d48a', '238a3b4ea27f34eab44c3911c2a6f134', '370812207103d6b597dc13d45eb0fe6d', '7d1fe99755dd0254e430ab7a8a2e2965', '9a4575a8b394150b9376be31bc311ecd', '66c4d8da2369a673781d2ab062d452c2', '6852b4b92ba3c61031a8eaa5f9c10e63', 'ba23d1f8615a0b4073ca473b2b2fe0b5', '2a32a31be10f0973866fe930fc784be5', 'eb85c97947679561d044fb10a60460c4']"
What are the fair values of the other postretirement assets?,"['c482dc335b59bbbb8af60da017a1d48a', '8be2edd542e15c8e80dbf9102f0be5a6', 'f853dfeaad1c2a72df2a540072b44d23', 'e5840b8897c8c5408f23efa1909da6bb', '9a4575a8b394150b9376be31bc311ecd', '370812207103d6b597dc13d45eb0fe6d', '66c4d8da2369a673781d2ab062d452c2', 'c28da66492e7b01f0841be2322614481', '1802eca42770f511abe66119a7798f35', '7bfc360aa8998b40f0f1ecba18fd871f']"
What are the specific fair values of debt securities by type?,"['9a4575a8b394150b9376be31bc311ecd', '370812207103d6b597dc13d45eb0fe6d', '7bfc360aa8998b40f0f1ecba18fd871f', '1edfbf3e848677ebb0dd31fcd3bf5a94', 'dd94f08528a0bae67e0d59996779c5d4', 'c61e7ef77ec6a25d9bb9978e959dafe2', 'd53998100cadf5dbfe75b83f337fa561', '1a714f6134be4dc4f4d1e1edcfff58cd', 'ac4c11e8e275d9a1ff9ecd4adf2fa595', '226b20f3208424a056e256f633240c8f']"
What are the different levels for measuring fair value in U.S. pension?,"['c61e7ef77ec6a25d9bb9978e959dafe2', '7bfc360aa8998b40f0f1ecba18fd871f', '9a4575a8b394150b9376be31bc311ecd', '370812207103d6b597dc13d45eb0fe6d', '4974d63e602234768a0b71ed363c07e2', '9a7752ec457b9efc496db1e3ede9c4e1', '1edfbf3e848677ebb0dd31fcd3bf5a94', 'd53998100cadf5dbfe75b83f337fa561', 'e5840b8897c8c5408f23efa1909da6bb', 'f853dfeaad1c2a72df2a540072b44d23']"
"How much is the net asset value of U.S. equity securities at December 31, 2022?","['7bfc360aa8998b40f0f1ecba18fd871f', '7d1fe99755dd0254e430ab7a8a2e2965', '370812207103d6b597dc13d45eb0fe6d', '6852b4b92ba3c61031a8eaa5f9c10e63', '1930df6120e8deb01540e4df6c4f3236', 'a39b84c76f0bf9e9cbec040ffaa1fc5e', 'dd94f08528a0bae67e0d59996779c5d4', '195773231259b2a563dc32c152ead900', 'daebeeb3560c3c3fe1b6e2c5cd694d95', 'cb16c317bca60dee08b5e7f5acb3cc72']"
What is the current asset category for equity securities?,"['370812207103d6b597dc13d45eb0fe6d', 'dd94f08528a0bae67e0d59996779c5d4', '7bfc360aa8998b40f0f1ecba18fd871f', '6852b4b92ba3c61031a8eaa5f9c10e63', '238a3b4ea27f34eab44c3911c2a6f134', '7b9c371db1e711500162057584dbc605', '9a4575a8b394150b9376be31bc311ecd', '1a714f6134be4dc4f4d1e1edcfff58cd', '0e9be13728d28edf3b893cfad2f25ae0', '9cd5b8938adae2e73fee347c7e035340']"
What is the total at fair value for debt securities in U.S. and non-U.S.? ,"['7bfc360aa8998b40f0f1ecba18fd871f', '9a4575a8b394150b9376be31bc311ecd', '370812207103d6b597dc13d45eb0fe6d', 'd53998100cadf5dbfe75b83f337fa561', 'dd94f08528a0bae67e0d59996779c5d4', '1edfbf3e848677ebb0dd31fcd3bf5a94', 'c61e7ef77ec6a25d9bb9978e959dafe2', '2a555d07e9c96753bc990cb22a833ae3', '5920b85e0f138c290660a079d3207340', '567d05246f68a1aa79b79b80196b35f4']"
What are the expected Medicare subsidy payments for 2024?,"['82158f3c65bb5d7362304602b7a7e58f', 'd6060de0b4c376fc8bc081221c158c45', 'a42991bdded21b11e6260eab7fd52899', 'b6980152927f161123b5acac9c8ceff4', 'f3f62e2ab3d979195c31122dc3da3d16', '5fbf1799a7346159200528d888177bfb', 'f4ff4c96ccef6494b67140c20ee40cb1', '2e057a894a82fc8356e654b98373b40c', 'c00a40f9cf252ac03842e448faf9aeed', '448eb9ebfecce779f866591756453e67']"
How much is the expected total contribution to Medicare subsidies from 2029 to 2033?,"['daebeeb3560c3c3fe1b6e2c5cd694d95', 'cac4382e0105767f11f83395a6d291a2', '5a13345b2a2e7084818f298fd6dd46e0', 'b6980152927f161123b5acac9c8ceff4', 'f4ff4c96ccef6494b67140c20ee40cb1', 'a42991bdded21b11e6260eab7fd52899', '82158f3c65bb5d7362304602b7a7e58f', 'c7c19c5821222231d8a2468aca4e6f7e', 'ce909e56b1fa3be74583134be473ced6', 'b71da6abe11ec2baf3f79850de1dd962']"
"What are the total assets as of December 31, 2023?","['b705337c25af75326691d5976cf6b301', 'daebeeb3560c3c3fe1b6e2c5cd694d95', '7d1fe99755dd0254e430ab7a8a2e2965', '69ffbdaa14c3e8d709844af31648f288', '6852b4b92ba3c61031a8eaa5f9c10e63', '9fce871ea2a236a279b4822414e302f0', '025dbc4edc03e68e6116cee04a815cbe', '2a32a31be10f0973866fe930fc784be5', '195773231259b2a563dc32c152ead900', '1930df6120e8deb01540e4df6c4f3236']"
"What were the earnings (loss) after income tax for the year ending December 31, 2021?","['a74fa98a432dfe402e21b801ce63da87', 'e2c2c7c2fd110195efb762296f0a516c', '2a32a31be10f0973866fe930fc784be5', '7f0b4b3c641efc8de93c201b77d9d41b', 'b8930e02b31a0ed9ae3686d1c93fcc11', '738f335151378d272db2f523fda3a15c', 'a39b84c76f0bf9e9cbec040ffaa1fc5e', 'fe38ceb9ccfb772a8c1625b5fbd7f5ea', '0b3bbea5bb3bcfabc6e2601db34c78e6', '870f1d82f21aeaf70985f9c44a7d5be4']"
