question,retrieved_ids
What is expected to grow the most of any primary energy type between 2021 and 2050?,"['4dd94674b9af08dd9c5e84cf3df2fdc8', 'd223e21b9a4e1b0946624d1389b7bfec', '846798ebe9f6e1096baf86d08f911c03', 'a1fcb3251efc36a9dc742e059a8f29f1', '7a0cc2fcb3a3fadf44de876bb1684404', 'a7e153984bddfc0186d7c3e67ed70a0b', 'a656967763b3616c300746b078fa5d3b', '9a14520820f3e6fbef1a8bff97881244', 'ec08c5d1320449e698b3558d37b666c8', 'a996d8b78cc68be875cc8fb4a37c1c38']"
Where will more than 75 percent of the increase in global natural gas demand come from by 2050?,"['846798ebe9f6e1096baf86d08f911c03', '4dd94674b9af08dd9c5e84cf3df2fdc8', 'd223e21b9a4e1b0946624d1389b7bfec', '9a14520820f3e6fbef1a8bff97881244', 'a7e153984bddfc0186d7c3e67ed70a0b', '7a0cc2fcb3a3fadf44de876bb1684404', 'a656967763b3616c300746b078fa5d3b', 'ec08c5d1320449e698b3558d37b666c8', 'c1103c10873da6bdb28490b8d7fb5e96', '72d8f24d44160ff17d36f423a80ccfff']"
What percentage of global energy will come from oil in 2050?,"['d223e21b9a4e1b0946624d1389b7bfec', '4dd94674b9af08dd9c5e84cf3df2fdc8', '9a14520820f3e6fbef1a8bff97881244', '7a0cc2fcb3a3fadf44de876bb1684404', '846798ebe9f6e1096baf86d08f911c03', 'a656967763b3616c300746b078fa5d3b', 'ec08c5d1320449e698b3558d37b666c8', 'a7e153984bddfc0186d7c3e67ed70a0b', 'a1fcb3251efc36a9dc742e059a8f29f1', '72d8f24d44160ff17d36f423a80ccfff']"
How much of global energy is expected to come from renewable sources by 2050?,"['d223e21b9a4e1b0946624d1389b7bfec', '4dd94674b9af08dd9c5e84cf3df2fdc8', '7a0cc2fcb3a3fadf44de876bb1684404', '9a14520820f3e6fbef1a8bff97881244', '846798ebe9f6e1096baf86d08f911c03', 'a1fcb3251efc36a9dc742e059a8f29f1', 'ec08c5d1320449e698b3558d37b666c8', 'a656967763b3616c300746b078fa5d3b', 'a7e153984bddfc0186d7c3e67ed70a0b', 'cc4a883bd719526d41c57c920215b769']"
What are the key lower-carbon solutions required for a lower-emission future?,"['2bb20a4aacdd27eb93d4d089129e88e6', 'e40aba58b530ac34d47455df081c8be3', '66423bb1388a26a3da0a951dd29d5ae1', 'cc4a883bd719526d41c57c920215b769', '4261b28a1feece4b067ba0974afddbbe', 'ec08c5d1320449e698b3558d37b666c8', 'a996d8b78cc68be875cc8fb4a37c1c38', 'daae8c69180ce2bd01778c73f4dcbd8e', '504fa4eb8013d6a28b787f9c1a8f910a', 'ba8f94290fb1e7c5b9679bb7f5ba5435']"
How can low-carbon hydrogen contribute to decarbonizing industrial activities?,"['e40aba58b530ac34d47455df081c8be3', '66423bb1388a26a3da0a951dd29d5ae1', '2bb20a4aacdd27eb93d4d089129e88e6', '7a0cc2fcb3a3fadf44de876bb1684404', '60b69c3f50cff2521c7da1c069ff8872', 'cc4a883bd719526d41c57c920215b769', 'daae8c69180ce2bd01778c73f4dcbd8e', 'ec08c5d1320449e698b3558d37b666c8', 'ba8f94290fb1e7c5b9679bb7f5ba5435', 'dabd0aaf4b47e183ea5872185a5f8035']"
What sources are used by the IEA to make predictions about energy production?,"['72d8f24d44160ff17d36f423a80ccfff', '0b22613b1119a4b626f64c411d591b57', 'a996d8b78cc68be875cc8fb4a37c1c38', '4dd94674b9af08dd9c5e84cf3df2fdc8', '7a0cc2fcb3a3fadf44de876bb1684404', 'd223e21b9a4e1b0946624d1389b7bfec', 'cc4a883bd719526d41c57c920215b769', 'a7e153984bddfc0186d7c3e67ed70a0b', 'ec08c5d1320449e698b3558d37b666c8', 'a1fcb3251efc36a9dc742e059a8f29f1']"
How will the world's available oil and gas resource base grow to meet projected demand?,"['846798ebe9f6e1096baf86d08f911c03', '9a14520820f3e6fbef1a8bff97881244', 'a7e153984bddfc0186d7c3e67ed70a0b', '8bf3441df4b8e334dfe454aa4a2a918c', '72d8f24d44160ff17d36f423a80ccfff', '7a0cc2fcb3a3fadf44de876bb1684404', '4dd94674b9af08dd9c5e84cf3df2fdc8', '137ae7bb0f8f28630b73247d788959e8', 'd223e21b9a4e1b0946624d1389b7bfec', 'ab378da07a19a9f4d8611de63ad29343']"
What international agreements cover greenhouse gas emissions?,"['cc4a883bd719526d41c57c920215b769', '504fa4eb8013d6a28b787f9c1a8f910a', 'daae8c69180ce2bd01778c73f4dcbd8e', 'e5b858bc754bf61e4aec5c1684d795da', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', 'a996d8b78cc68be875cc8fb4a37c1c38', '0a0b1bc0d0f3965b9197c74558d59818', 'fa5401c9102c624b61bbc46f742feb38', 'e40aba58b530ac34d47455df081c8be3', 'ba8f94290fb1e7c5b9679bb7f5ba5435']"
How do climate policies affect the Corporation's long-term Outlook?,"['cc4a883bd719526d41c57c920215b769', 'a054408a3ed8099ac60b4ee76f211965', '169ebd6d5e5244d02e1822f5bea2f31f', 'd2349e0b7955d6ee2a9dcf658ef0af17', '733908f0ffb03d25febbd17863b86f0d', '3d10f2d0025c720345e1a1fce90114af', '00f1cbd191e83584b8977696fcfd9092', '7bf351c8c036dc0e5f3f7f6fbe52f61b', '1fbf778d62019eadf36d0077b4c47a75', '82a2103ad5a65eb2510cfa0607faa12e']"
What are the different price rates for carbon pricing between OECD and non-OECD nations?,"['e5b858bc754bf61e4aec5c1684d795da', 'cc4a883bd719526d41c57c920215b769', 'b71da6abe11ec2baf3f79850de1dd962', '9912ace515ec4d00f0868ea20ceb68ff', '60b69c3f50cff2521c7da1c069ff8872', 'd44bf6d07860655dbbe60665f065df58', 'a996d8b78cc68be875cc8fb4a37c1c38', 'a7e153984bddfc0186d7c3e67ed70a0b', '64b3831689c4804a95cdf9787bc2e5f5', 'b54e93004b7d704d0768ed630fb97e5d']"
"How do leading non-OECD nations, such as China, compare to OECD nations in terms of policy initiatives on carbon pricing?","['cc4a883bd719526d41c57c920215b769', 'e5b858bc754bf61e4aec5c1684d795da', '60b69c3f50cff2521c7da1c069ff8872', '9912ace515ec4d00f0868ea20ceb68ff', 'cbff77c653b93446077ec9481246a2ad', 'a996d8b78cc68be875cc8fb4a37c1c38', '504fa4eb8013d6a28b787f9c1a8f910a', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', 'a7e153984bddfc0186d7c3e67ed70a0b', 'daae8c69180ce2bd01778c73f4dcbd8e']"
What type of estimates are provided in the Outlook?,"['9ccec77900661dc5ec5f553756f68d9f', 'd2349e0b7955d6ee2a9dcf658ef0af17', '733908f0ffb03d25febbd17863b86f0d', '926c0cdbd8b979155023b1ba75c6b22b', 'aef8b52cffbc9d05ba1430a018fea8d0', '7499a3b0690837aa75b63dab09c2ea13', 'b6980152927f161123b5acac9c8ceff4', '3fe24642c92dfe373a5e839397f5923f', '6c40b08a58a2df26a058204747019fa2', '65dabad1cc8b950bdf0b8d0545fd2661']"
What financial information is discussed and analyzed in the document?,"['d425eedd4a85072d9aed376001718543', '4f1585463fddd8101d03cf2bba11d299', 'd17c4c0427cf0a0a7b4d2b53550b0d38', 'a8d82542df18d94d26cd5b44be17fa79', '81066a7d25ecf0d0f8570c73af210e30', '15540f96a759777c07546afa135589f9', '7499a3b0690837aa75b63dab09c2ea13', 'f993c0c78415cd2c99d7b17f9e1e1627', '090555e9e115496eb91383fdfecb0b67', 'eb85c97947679561d044fb10a60460c4']"
What is the Corporation's strategy to reduce emissions?,"['3d5724f7294146c16951e2d14e2822be', 'fa5401c9102c624b61bbc46f742feb38', '504fa4eb8013d6a28b787f9c1a8f910a', '2bb20a4aacdd27eb93d4d089129e88e6', '4261b28a1feece4b067ba0974afddbbe', 'cc4a883bd719526d41c57c920215b769', '66423bb1388a26a3da0a951dd29d5ae1', 'c73731f420cb57516277fba5df6cb225', 'daae8c69180ce2bd01778c73f4dcbd8e', '3d10f2d0025c720345e1a1fce90114af']"
What is the goal for achieving net-zero Scope 1 and 2 greenhouse gas emissions?,"['3d5724f7294146c16951e2d14e2822be', 'daae8c69180ce2bd01778c73f4dcbd8e', 'fa5401c9102c624b61bbc46f742feb38', 'cc4a883bd719526d41c57c920215b769', '49ec2dd9e17228804aa3de4d4dc617d8', '3d10f2d0025c720345e1a1fce90114af', '504fa4eb8013d6a28b787f9c1a8f910a', '2bb20a4aacdd27eb93d4d089129e88e6', 'a996d8b78cc68be875cc8fb4a37c1c38', '32e45deda3dc035194831069cd450937']"
What is the target reduction in corporate-wide greenhouse gas intensity?,"['fa5401c9102c624b61bbc46f742feb38', '3d5724f7294146c16951e2d14e2822be', '504fa4eb8013d6a28b787f9c1a8f910a', 'cc4a883bd719526d41c57c920215b769', 'daae8c69180ce2bd01778c73f4dcbd8e', '2bb20a4aacdd27eb93d4d089129e88e6', '3d10f2d0025c720345e1a1fce90114af', '66423bb1388a26a3da0a951dd29d5ae1', '4261b28a1feece4b067ba0974afddbbe', 'ba8f94290fb1e7c5b9679bb7f5ba5435']"
What are the expected outcomes of the Corporation's emission-reduction plans?,"['fa5401c9102c624b61bbc46f742feb38', '3d5724f7294146c16951e2d14e2822be', 'cc4a883bd719526d41c57c920215b769', 'daae8c69180ce2bd01778c73f4dcbd8e', '49ec2dd9e17228804aa3de4d4dc617d8', '4261b28a1feece4b067ba0974afddbbe', 'cc33b92c988ac667063030ec7d260a81', '2bb20a4aacdd27eb93d4d089129e88e6', '66423bb1388a26a3da0a951dd29d5ae1', '504fa4eb8013d6a28b787f9c1a8f910a']"
What initiatives is ExxonMobil taking to reduce emissions?,"['cc33b92c988ac667063030ec7d260a81', '66423bb1388a26a3da0a951dd29d5ae1', '3d10f2d0025c720345e1a1fce90114af', '2bb20a4aacdd27eb93d4d089129e88e6', '672b1613e0b8cdb0ca60d3856bf1cc57', '3d5724f7294146c16951e2d14e2822be', '504fa4eb8013d6a28b787f9c1a8f910a', 'ec08c5d1320449e698b3558d37b666c8', 'fa5401c9102c624b61bbc46f742feb38', 'b11631365da082fca338490b58334ee0']"
How will the acquisition of Denbury help ExxonMobil reduce emissions?,"['66423bb1388a26a3da0a951dd29d5ae1', '4ee4f179150165c624a7e2767e79e448', 'fa5401c9102c624b61bbc46f742feb38', 'c9a37ddfba9a5e670c149d5f6ea7ba5b', 'cc33b92c988ac667063030ec7d260a81', '2c151bb934c7264650595d1ece8e4343', '599c676afb8b059a254269830fc3ba17', '49ec2dd9e17228804aa3de4d4dc617d8', 'a01216eecc804158b5292e431f8591e0', 'b0bba458debb395f6c6b8dc50b00fce3']"
What is discussed in the financial analysis of this company?,"['d425eedd4a85072d9aed376001718543', '3fe24642c92dfe373a5e839397f5923f', '7499a3b0690837aa75b63dab09c2ea13', '15540f96a759777c07546afa135589f9', '81066a7d25ecf0d0f8570c73af210e30', 'f993c0c78415cd2c99d7b17f9e1e1627', '4f1585463fddd8101d03cf2bba11d299', '9cd5b8938adae2e73fee347c7e035340', 'a8d82542df18d94d26cd5b44be17fa79', 'b20e1b7c9b581a4ca377d28d9b545689']"
What does the title suggest about the content of this document?,"['18640c82cd5a1b22e0e38763b541c86a', '3aec64c6f7ce04a930e1f10766411481', 'a8d82542df18d94d26cd5b44be17fa79', 'd17c4c0427cf0a0a7b4d2b53550b0d38', '8946b47f77f4dd33906684fda75ee19c', '538799534aa3da6de9a09f79288ad81a', '81066a7d25ecf0d0f8570c73af210e30', '08da3e8d6f633f9a1220a38220d4489a', '4f1585463fddd8101d03cf2bba11d299', 'ce4497cb554e6ce4a2b1ed0cc83a94f9']"
What was the impact of the COVID-19 pandemic on investments in the industry?,"['33cad13931305e1019772429ec840200', '7a7da204e62b74192a817835343cb15e', '24764730a8c8291b2f886bf29c51e22f', 'bcf5e8f9c3372b1c0f2f4837d9268d8f', '1359d36e7db34a3bca32f7cc1c9bf148', '81365177c47233c6f58bd730317782c4', '99fce582b9a2a745e6bc015a9f3426dc', '632975815aac1843979ae15b23609a79', '20a4056515f7a535d60bff4eae6fce0a', '63185a8ed8f1668f0e4fde7b0342caf8']"
How did energy markets change in 2023 compared to their highs in 2022?,"['3b007e28e6ee86e2dd481249bd7d2d97', 'ef341413e9c26bc782bf4dd70929d82f', '33cad13931305e1019772429ec840200', 'a996d8b78cc68be875cc8fb4a37c1c38', '60b69c3f50cff2521c7da1c069ff8872', 'a7e153984bddfc0186d7c3e67ed70a0b', 'ea4dd22b716af78b061fc81575c7fb29', 'dabd0aaf4b47e183ea5872185a5f8035', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', '2c20bebede173e2c0752ef0a62aa0aef']"
What were some key drivers behind the changes in refining margins throughout 2023?,"['ef341413e9c26bc782bf4dd70929d82f', '3b007e28e6ee86e2dd481249bd7d2d97', 'b105920ba392b9cd7ef844d6a0293d6a', '4035f559e55e3f9ed08ee4ec0ff9bdd0', 'ac0c005576f6cee5b7c5e8813f200cf6', '599c676afb8b059a254269830fc3ba17', 'ea4dd22b716af78b061fc81575c7fb29', '2c20bebede173e2c0752ef0a62aa0aef', 'd3a800e8f86f68ba48ba1ef393ecbeb1', 'd020bd07a5d25a7db0a3ca53160e266a']"
How did inflation trends change across major countries in 2023 compared to previous years?,"['3b007e28e6ee86e2dd481249bd7d2d97', 'e5b858bc754bf61e4aec5c1684d795da', 'ef341413e9c26bc782bf4dd70929d82f', '33cad13931305e1019772429ec840200', '3fe24642c92dfe373a5e839397f5923f', 'cc4a883bd719526d41c57c920215b769', 'd7e1da478c806b37e42aabfe9333af83', 'c0d7a260b660d890cbdca9fde61d4baa', 'c7c19c5821222231d8a2468aca4e6f7e', '6593e532b7cf26b6821daec7c70a9a6d']"
What measures does The Corporation take to manage costs in different market conditions?,"['ac0c005576f6cee5b7c5e8813f200cf6', '147cd31934123049683a7de95648aa1b', '82a2103ad5a65eb2510cfa0607faa12e', '4ad0e2bd3d02fbf84464285f148a419d', '5cc081ada6e6a13d19f906ca7abc874a', 'b9e03f9d0f0e8ce7d1482a19217f96cd', '7bf351c8c036dc0e5f3f7f6fbe52f61b', '96e0ea765ce28d3b7d692f9f73f0e4ff', '2ef3114fcc5dfb4904edb7d492a080de', 'ec0ad254a194a160f6bf82cbb6b1aa83']"
How much cost savings has The Corporation achieved through structural changes and efficiency improvements?,"['c73731f420cb57516277fba5df6cb225', 'e664fac99e83e76175a3e63b4a12753f', '824031fed01cd1f260610ff5e5527049', 'e41c64d1853b2b3aa1186e2daa6e401a', '2e057a894a82fc8356e654b98373b40c', '3fe24642c92dfe373a5e839397f5923f', 'cc33b92c988ac667063030ec7d260a81', 'aea80186ac3c284b8632e60ed5375588', '78e780bb5b1eb000ea27d09580389d5d', '2a32a31be10f0973866fe930fc784be5']"
"What is the percentage of interest held by the Corporation in Tengizchevroil, LLP?","['2e6c5f1fe507da0e8b7007d473229a7a', '454219b28d572e4a09633c51c166e240', '7f0b4b3c641efc8de93c201b77d9d41b', '4ae088ad24bd4ad15315c1d9aba324a0', 'a2386f15149c322493386989a55a32f9', '35f615d1fb6c4e4903d05e42f5a19c09', '0efd585ca677b432a9ff0d4f1513a404', '86788a38290cb9d7fcca401e7caa3af0', 'a76984ad9da5987fcd9b308d35a69d01', 'a74fa98a432dfe402e21b801ce63da87']"
Where are the oil fields operated by TCO and Kashagan field located?,"['2d720f84b048555c1b81556896b78454', 'ba8ba260ea100ba9aa353edafa509bc2', '6349a8d84644db939131774f444b2a69', '87b7499bb136141db53c3d87a43d8809', 'c5dafe58b3985acaad6df2f78eec8d86', 'e46acbf62d63d8f86261aaeca1431f27', 'e9760a4f47183801e5451a3e025fce9c', '606435089923a8df85c58feb63da6995', '85b47da1b45e6b9c2894962eae1b5cd6', '77238561492edb1dec46db0a9f76c0ec']"
What tax did EU Member States introduce to address high energy prices?,"['d44bf6d07860655dbbe60665f065df58', '64b3831689c4804a95cdf9787bc2e5f5', 'cc4a883bd719526d41c57c920215b769', '9912ace515ec4d00f0868ea20ceb68ff', 'a463e338b9bcbade57d6d4ed41a29b0d', '78e780bb5b1eb000ea27d09580389d5d', 'e5b858bc754bf61e4aec5c1684d795da', 'd8e0f6c69fa43f51c08ae2c3ba3fa840', '504fa4eb8013d6a28b787f9c1a8f910a', '80394d1c670dc8e7c3ffa6f4bd18ccdc']"
How much was the after-tax charge of this new tax on the Corporation's fourth-quarter 2022 results?,"['6ca4478d9b0752d411f21214e7d61265', '76cba39d54632ef38bbbe8a2c0ebd73e', 'd6060de0b4c376fc8bc081221c158c45', 'cf1ac07993c34f8d8b026ff04d170437', '78e780bb5b1eb000ea27d09580389d5d', 'a2386f15149c322493386989a55a32f9', '2a32a31be10f0973866fe930fc784be5', 'b71da6abe11ec2baf3f79850de1dd962', 'e2c2c7c2fd110195efb762296f0a516c', '7f0b4b3c641efc8de93c201b77d9d41b']"
What are ExxonMobil's strategies for its Upstream business?,"['672b1613e0b8cdb0ca60d3856bf1cc57', '8bf3441df4b8e334dfe454aa4a2a918c', '00f1cbd191e83584b8977696fcfd9092', 'a054408a3ed8099ac60b4ee76f211965', '13428231cbd0074b31fe7a74bfa10ac9', '57cba08a13dbd6e4c8d190cb962c1697', '2c20bebede173e2c0752ef0a62aa0aef', '3d10f2d0025c720345e1a1fce90114af', '89a50c80ec0fb47c6e2e0214e511af61', 'be6198fe478023a55cef6015b4daf390']"
How does ExxonMobil approach investment and risk management for its Upstream business?,"['672b1613e0b8cdb0ca60d3856bf1cc57', '57cba08a13dbd6e4c8d190cb962c1697', '8bf3441df4b8e334dfe454aa4a2a918c', '13428231cbd0074b31fe7a74bfa10ac9', '00f1cbd191e83584b8977696fcfd9092', '2c20bebede173e2c0752ef0a62aa0aef', '741f3ca6d6e8fafcd64d3e1aea094cd0', '4ae088ad24bd4ad15315c1d9aba324a0', 'a054408a3ed8099ac60b4ee76f211965', '841d54d4eebe059f9d97e02de6c6f2b7']"
What are ExxonMobil's development projects?,"['579fac7ece8dcf14d697b7bf3c403ef6', '8bf3441df4b8e334dfe454aa4a2a918c', '672b1613e0b8cdb0ca60d3856bf1cc57', '599c676afb8b059a254269830fc3ba17', '57cba08a13dbd6e4c8d190cb962c1697', '15d4785c909e8125a95090847f374c3b', 'b1839645fe853f78592ae9c734a47d8f', '2faaea51979618bfd3329fd07b759bb2', '3d10f2d0025c720345e1a1fce90114af', 'c1ef046ddc342fa7b8b455a076edee2f']"
How is ExxonMobil's production mix expected to change?,"['8bf3441df4b8e334dfe454aa4a2a918c', '599c676afb8b059a254269830fc3ba17', '2c20bebede173e2c0752ef0a62aa0aef', '324bc0117b01e7b6dce274a25187e43d', 'd3a800e8f86f68ba48ba1ef393ecbeb1', '4a9da4dce6da791c01f6ac76180d1b8f', '13428231cbd0074b31fe7a74bfa10ac9', 'c1ef046ddc342fa7b8b455a076edee2f', '00f1cbd191e83584b8977696fcfd9092', '4ae088ad24bd4ad15315c1d9aba324a0']"
"What factors influence long-term oil prices, according to ExxonMobil?","['a054408a3ed8099ac60b4ee76f211965', 'b8e42aba704c7001783ec8d0cbd284c6', '8bf3441df4b8e334dfe454aa4a2a918c', '13428231cbd0074b31fe7a74bfa10ac9', 'e84c43868516d717df375612722ffed9', 'c3462e907c59462126c92f836ce8b469', '2c20bebede173e2c0752ef0a62aa0aef', '00f1cbd191e83584b8977696fcfd9092', 'd3a800e8f86f68ba48ba1ef393ecbeb1', '883568fa1c2bf3cbb5a0a4964e49516d']"
How many FPSO vessels does ExxonMobil anticipate will be operating on the Stabroek Block by year-end 2027?,"['d3a800e8f86f68ba48ba1ef393ecbeb1', '599c676afb8b059a254269830fc3ba17', '606435089923a8df85c58feb63da6995', '8bf3441df4b8e334dfe454aa4a2a918c', 'b1839645fe853f78592ae9c734a47d8f', '2faaea51979618bfd3329fd07b759bb2', '87b7499bb136141db53c3d87a43d8809', '4a9da4dce6da791c01f6ac76180d1b8f', '68e47be8eb062ef448680b700249a3b6', '9f740b981f814b0f51cae3e8c1d1557e']"
What were the average oil-equivalent production volumes for ExxonMobil in the Permian Basin in 2023?,"['4a9da4dce6da791c01f6ac76180d1b8f', '0dbe97889bc26f8337222cd81f1e51a9', 'ba8ba260ea100ba9aa353edafa509bc2', 'b1839645fe853f78592ae9c734a47d8f', '47a6cd0e6f2f36e13190ded8eb35db2e', '324bc0117b01e7b6dce274a25187e43d', '8bf3441df4b8e334dfe454aa4a2a918c', '659f492386c6974fc448b5c1764beac9', '87b7499bb136141db53c3d87a43d8809', 'b705337c25af75326691d5976cf6b301']"
How did ExxonMobil's operations in the Permian Basin contribute to reducing greenhouse gas emissions by 2030?,"['3d5724f7294146c16951e2d14e2822be', '4a9da4dce6da791c01f6ac76180d1b8f', '3d10f2d0025c720345e1a1fce90114af', '49ec2dd9e17228804aa3de4d4dc617d8', 'cc33b92c988ac667063030ec7d260a81', '66423bb1388a26a3da0a951dd29d5ae1', '00f1cbd191e83584b8977696fcfd9092', '2bb20a4aacdd27eb93d4d089129e88e6', 'daae8c69180ce2bd01778c73f4dcbd8e', 'ec08c5d1320449e698b3558d37b666c8']"
What are ExxonMobil's LNG growth projects and their current status?,"['2faaea51979618bfd3329fd07b759bb2', '8bf3441df4b8e334dfe454aa4a2a918c', 'ba8ba260ea100ba9aa353edafa509bc2', '599c676afb8b059a254269830fc3ba17', '579fac7ece8dcf14d697b7bf3c403ef6', '85b47da1b45e6b9c2894962eae1b5cd6', '672b1613e0b8cdb0ca60d3856bf1cc57', 'b1839645fe853f78592ae9c734a47d8f', '87b7499bb136141db53c3d87a43d8809', '6cb9dd2495791060d5bf6010da38a204']"
What is the expected completion date for the Golden Pass LNG project?,"['2faaea51979618bfd3329fd07b759bb2', '74710659de68f92cc23b00a47cd0af40', 'ba8ba260ea100ba9aa353edafa509bc2', '6cb9dd2495791060d5bf6010da38a204', '7c47d82f9c350655141a51e1dcf689c2', '41379d6986f7b49f167562b552227e11', '85b47da1b45e6b9c2894962eae1b5cd6', '87b7499bb136141db53c3d87a43d8809', '606435089923a8df85c58feb63da6995', 'd563ecbde231fc36c5b89431c50b404f']"
What is the total figure for non-U.S. entities?,"['ed8d9945d5d0f2131260be008e325441', '7e9285515fb611b4cbf061fe70d23ef4', '2c61e2ad30b523d7e990ede7173042f8', 'b71da6abe11ec2baf3f79850de1dd962', '9dbcbebc4ef67851a153cc1bba592154', 'd7d215ff056769ddbe6fd0ba2057c600', '8be2edd542e15c8e80dbf9102f0be5a6', 'd0d964ab2ee53df934460f79be8ad397', 'c047994656889c13d8b1898ff6aa9bbc', '7bfc360aa8998b40f0f1ecba18fd871f']"
What is the earnings (loss) excluding Identified Items for 2019?,"['25eccf21c6567fae5dd7753c53373980', 'ed8d9945d5d0f2131260be008e325441', 'e0c9be0ec1a014e43fe112e29ad5a871', '054c8bb87e427764b09c2ef4cad51a83', 'd7d215ff056769ddbe6fd0ba2057c600', '870f1d82f21aeaf70985f9c44a7d5be4', '090555e9e115496eb91383fdfecb0b67', '9dbcbebc4ef67851a153cc1bba592154', 'bc55d40681187d179b453ee83cf4da32', 'b105920ba392b9cd7ef844d6a0293d6a']"
What factors contributed to the decrease in upstream earnings?,"['d020bd07a5d25a7db0a3ca53160e266a', 'c02b2a9ce1bd2b5632edfd10db0be351', '4a36ac3ccf595af135cd10236d5dd4bb', 'b105920ba392b9cd7ef844d6a0293d6a', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', '7cc38f007c59d69bd6661e8c9307e156', 'ac0c005576f6cee5b7c5e8813f200cf6', '76cba39d54632ef38bbbe8a2c0ebd73e', '96e0ea765ce28d3b7d692f9f73f0e4ff', '6593e532b7cf26b6821daec7c70a9a6d']"
What were some of the positive effects on upstream earnings?,"['c02b2a9ce1bd2b5632edfd10db0be351', 'd020bd07a5d25a7db0a3ca53160e266a', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', 'ac0c005576f6cee5b7c5e8813f200cf6', 'b105920ba392b9cd7ef844d6a0293d6a', '054c8bb87e427764b09c2ef4cad51a83', 'bc55d40681187d179b453ee83cf4da32', '86788a38290cb9d7fcca401e7caa3af0', 'ea4dd22b716af78b061fc81575c7fb29', '76cba39d54632ef38bbbe8a2c0ebd73e']"
What factors contributed to the increase in upstream earnings in 2022?,"['c02b2a9ce1bd2b5632edfd10db0be351', 'd020bd07a5d25a7db0a3ca53160e266a', 'bc55d40681187d179b453ee83cf4da32', '054c8bb87e427764b09c2ef4cad51a83', 'a178ccd1e07c1e4ee2bfc5da18cbc73c', 'b105920ba392b9cd7ef844d6a0293d6a', 'e2c2c7c2fd110195efb762296f0a516c', '86788a38290cb9d7fcca401e7caa3af0', '3b1aedb80503129c057b19040981d28c', 'c165624b5d5f6238088bf4cc3c3391d5']"
"What were the negative effects on upstream earnings in 2022, excluding identified items?","['d020bd07a5d25a7db0a3ca53160e266a', 'c02b2a9ce1bd2b5632edfd10db0be351', '76cba39d54632ef38bbbe8a2c0ebd73e', '25eccf21c6567fae5dd7753c53373980', '054c8bb87e427764b09c2ef4cad51a83', 'b105920ba392b9cd7ef844d6a0293d6a', '86788a38290cb9d7fcca401e7caa3af0', 'bc55d40681187d179b453ee83cf4da32', 'e2c2c7c2fd110195efb762296f0a516c', 'eb85c97947679561d044fb10a60460c4']"
What is the net natural gas production available for sale in millions of cubic feet daily?,"['c1103c10873da6bdb28490b8d7fb5e96', 'a4d54a5ed59789122020c41b8ce5b29b', '47a6cd0e6f2f36e13190ded8eb35db2e', 'b77590d14fa314c9c37d3e873405c548', '0dbe97889bc26f8337222cd81f1e51a9', '28f0e62576aa937d3eb2942a0062271a', '137ae7bb0f8f28630b73247d788959e8', '8ffeb42668dc22a42038c25a9a485b58', '4fb17369b42a491eed149f0c282260cc', '324bc0117b01e7b6dce274a25187e43d']"
Where was the highest oil-equivalent production recorded in 2022?,"['0dbe97889bc26f8337222cd81f1e51a9', '8ffeb42668dc22a42038c25a9a485b58', 'f2b8fcfed9f7e88731acef52b8d196e8', 'c1103c10873da6bdb28490b8d7fb5e96', '28f0e62576aa937d3eb2942a0062271a', '77238561492edb1dec46db0a9f76c0ec', '18cb210ce2ce3e2c5984727c8cc67aab', '324bc0117b01e7b6dce274a25187e43d', '68e47be8eb062ef448680b700249a3b6', 'd32f34ac9e234706b585a70f9fb301a0']"
What was the production level in 2023 compared to 2022?,"['c7c19c5821222231d8a2468aca4e6f7e', 'cac4382e0105767f11f83395a6d291a2', '025dbc4edc03e68e6116cee04a815cbe', '3fe24642c92dfe373a5e839397f5923f', '7a663fb791eccd868d85f3b09cec811e', 'ef341413e9c26bc782bf4dd70929d82f', '5a67067f4a38c00179278c38c00013d6', '3b007e28e6ee86e2dd481249bd7d2d97', 'b705337c25af75326691d5976cf6b301', 'ce3a3c97c7e3c9ba926c546eebe724c6']"
What were the main drivers behind the increase in net production from 2021 to 2022?,"['4dd94674b9af08dd9c5e84cf3df2fdc8', 'a7e153984bddfc0186d7c3e67ed70a0b', 'd3a800e8f86f68ba48ba1ef393ecbeb1', 'f2b8fcfed9f7e88731acef52b8d196e8', '8bf3441df4b8e334dfe454aa4a2a918c', '49ec2dd9e17228804aa3de4d4dc617d8', '741f3ca6d6e8fafcd64d3e1aea094cd0', 'd32f34ac9e234706b585a70f9fb301a0', '33cad13931305e1019772429ec840200', 'd7e1da478c806b37e42aabfe9333af83']"
What are the types of entitlements that affect ExxonMobil's share of production volumes?,"['76a6c37823c824b9959273163a42c186', 'c5ca02eb61234b9c7463f9960a9f00d0', '4ae088ad24bd4ad15315c1d9aba324a0', '8765e9054c74f3423f4dca7b005832b1', '8bf3441df4b8e334dfe454aa4a2a918c', 'c8fedaa94a66799b0efcfccf73213c8f', '04b4340654bf871b974ee50aa7f741a6', 'be6198fe478023a55cef6015b4daf390', '13428231cbd0074b31fe7a74bfa10ac9', '324bc0117b01e7b6dce274a25187e43d']"
